徐州东站,Bus_station,117.30052610900,34.26786046260
金龙湖,Bus_station,117.28450166800,34.26390938850
乔家湖,Bus_station,117.26423274800,34.25547586280
医科大学,Bus_station,117.25389602500,34.25460211420
庆丰路,Bus_station,117.24034471300,34.25346926120
黄山垅,Bus_station,117.22863872700,34.25322125020
铜山路,Bus_station,117.22048922300,34.26342335670
子房山,Bus_station,117.20522246200,34.26752697320
徐州火车站,Bus_station,117.19757288900,34.26755312550
民主北路,Bus_station,117.19074814400,34.26659572910
彭城广场,Bus_station,117.18152450700,34.26492452600
徐医附院,Bus_station,117.17308997800,34.26477517200
苏堤路,Bus_station,117.16257336000,34.26457454740
人民广场,Bus_station,117.15211947300,34.26302991370
工农路,Bus_station,117.14499924900,34.26013056590
韩山,Bus_station,117.13588441400,34.25668117200
杏山子,Bus_station,117.11373504500,34.24981490050
路窝,Bus_station,117.09519740400,34.24270339360
徐州站,Bus_station,117.09519740400,34.24270339360
万虹桥电子市场,Bus_station,117.11373504500,34.24981490050
供销大厦,Bus_station,117.13588441400,34.25668117200
浦发银行,Bus_station,117.14499924900,34.26013056590
市二院,Bus_station,117.15211947300,34.26302991370
工人医院,Bus_station,117.16257336000,34.26457454740
矿务局华美商厦,Bus_station,117.17308997800,34.26477517200
段庄,Bus_station,117.18152450700,34.26492452600
段南新村,Bus_station,117.19074814400,34.26659572910
公交修造厂,Bus_station,117.19757288900,34.26755312550
市中级法院,Bus_station,117.20522246200,34.26752697320
淮西客运站,Bus_station,117.22048922300,34.26342335670
人才家园公交首末站,Bus_station,117.22863872700,34.25322125020
明正路,Bus_station,117.24034471300,34.25346926120
元和路,Bus_station,117.25389602500,34.25460211420
行政中心,Bus_station,117.26423274800,34.25547586280
秦郡路,Bus_station,117.28450166800,34.26390938850
大龙湖,Bus_station,117.30052610900,34.26786046260
彭祖大道,Bus_station,117.19937930600,34.26748684080
拖龙山公园,Bus_station,117.19129512500,34.26510523850
淮海食品城(昆仑大道),Bus_station,117.18428307400,34.26503236370
淮海文博园,Bus_station,117.17772604500,34.26489067460
汽车南站东门,Bus_station,117.17245686100,34.26478998760
汽配城站,Bus_station,117.16606954900,34.26467406920
机场路口,Bus_station,117.15986465000,34.26456753670
君悦园,Bus_station,117.15519555100,34.26439095890
阳光花园,Bus_station,117.14740099600,34.26051855360
康馨园,Bus_station,117.14076803800,34.25853214540
绿地世纪城,Bus_station,117.13781895800,34.25745585720
绿地世纪城西,Bus_station,117.13433544600,34.25612305850
民祥园农贸市场,Bus_station,117.13409916000,34.25595877270
云龙区政府,Bus_station,117.13836170200,34.25755567230
郭庄路口,Bus_station,117.14177648700,34.25885966770
贾汪客运站,Bus_station,117.14921386200,34.26113249000
宏安路口,Bus_station,117.15497018800,34.26416263870
老公交站,Bus_station,117.15900916100,34.26444798990
乐尚新天地,Bus_station,117.16591829000,34.26458682070
乐尚新天地(百大广场),Bus_station,117.17168050400,34.26466559080
矿二院站,Bus_station,117.17609123300,34.26472374590
龙山汉景园大酒店,Bus_station,117.18387041000,34.26490169310
贾汪欧蓓莎站,Bus_station,117.19127510500,34.26500924500
夏桥义乌小商品城,Bus_station,117.19886964600,34.26737813480
夏桥医院,Bus_station,117.29488471100,34.20850964030
新夏路口,Bus_station,117.28987402600,34.20850456920
世纪明珠,Bus_station,117.28119397000,34.20852585850
新工区,Bus_station,117.27384624600,34.20855560720
泉东站,Bus_station,117.26750207800,34.20890967540
七中路口,Bus_station,117.26274728800,34.21027493990
师大贾汪校区站,Bus_station,117.25596552500,34.21208024700
机电高职校站,Bus_station,117.24896196500,34.21335308410
师大贾汪校区,Bus_station,117.23540753900,34.21350918880
七中,Bus_station,117.22707704700,34.21647219870
新工区站,Bus_station,117.22021497000,34.22531388110
世纪明珠站,Bus_station,117.21907674500,34.23034601460
新夏路口站,Bus_station,117.21944936900,34.23632509960
夏桥医院站,Bus_station,117.22290964500,34.24285347120
龙山汉景园大酒店站,Bus_station,117.22819871300,34.24247519650
乐尚新天地站,Bus_station,117.23428059400,34.24236910740
徐州站(朝阳),Bus_station,117.23804699900,34.24554596870
徐州站(蓝天),Bus_station,117.23805944300,34.25094785810
天桥,Bus_station,117.23806797600,34.25547706450
上海铁路局徐州办事处,Bus_station,117.24643327700,34.25392018120
徐医附三院,Bus_station,117.24652421600,34.25403712560
汉桥,Bus_station,117.23800294800,34.25584590310
农副产品市场,Bus_station,117.23796847400,34.25077890460
陶瓷市场,Bus_station,117.23795196300,34.24604075540
汽车南站,Bus_station,117.23643251600,34.24237879160
中医院,Bus_station,117.23045622000,34.24249341280
市第三中学,Bus_station,117.22347493200,34.24270595750
广慈医院,Bus_station,117.22000897300,34.24357081840
启明中学,Bus_station,117.21899808100,34.23631969790
万恒东一号,Bus_station,117.21857738700,34.23064444990
太湖东郡,Bus_station,117.22056736800,34.22346586100
惠丰园,Bus_station,117.22663392500,34.21622900650
温馨家园,Bus_station,117.23308552900,34.21331741850
罗马名城,Bus_station,117.25079672600,34.21323970280
新东街,Bus_station,117.25838119000,34.21126332320
市政府,Bus_station,117.26487064700,34.20948864210
华联超市,Bus_station,117.26962999300,34.20840792350
温州商城,Bus_station,117.27599557600,34.20838827330
现代商城,Bus_station,117.28296151700,34.20838856440
火车站,Bus_station,117.29230363400,34.20835784590
站前广场,Bus_station,117.45296951600,34.44203629050
苏沂乐乡,Bus_station,117.45205843500,34.44816831370
文博广场,Bus_station,117.44548880900,34.44902736730
钟吾中学,Bus_station,117.44535885000,34.44573618390
钟吾商场,Bus_station,117.44535089900,34.44509657120
